Year,Country Code,Region or country,Occurence,Observation
2017,E12000007,south-east,Slight collisions (unadjusted),830
2017,E12000008,london,Slight collisions (unadjusted),640
2017,E12000009,south-west,Slight collisions (unadjusted),410
2017,E92000001,england,Slight collisions (unadjusted),4040
2017,W92000004,wales,Slight collisions (unadjusted),150
2017,S92000003,scotland,Slight collisions (unadjusted),200
2017,K02000001,great-britain,Slight collisions (unadjusted),4400
2016,E12000001,north-east,Slight collisions (unadjusted),150
2016,E12000002,north-west,Slight collisions (unadjusted),440
2016,E12000003,yorkshire-and-humberside,Slight collisions (unadjusted),390
2016,E12000004,east-midlands,Slight collisions (unadjusted),450
2016,E12000005,west-midlands,Slight collisions (unadjusted),500
2016,E12000006,eastern,Slight collisions (unadjusted),540
2016,E12000007,south-east,Slight collisions (unadjusted),900
2016,E12000008,london,Slight collisions (unadjusted),450
2016,E12000009,south-west,Slight collisions (unadjusted),510
2016,E92000001,england,Slight collisions (unadjusted),4340
2016,W92000004,wales,Slight collisions (unadjusted),210
2016,S92000003,scotland,Slight collisions (unadjusted),320
2016,K02000001,great-britain,Slight collisions (unadjusted),4870
2015,E12000001,north-east,Slight collisions (unadjusted),180
2015,E12000002,north-west,Slight collisions (unadjusted),430
2015,E12000003,yorkshire-and-humberside,Slight collisions (unadjusted),410
2015,E12000004,east-midlands,Slight collisions (unadjusted),420
2015,E12000005,west-midlands,Slight collisions (unadjusted),540
2015,E12000006,eastern,Slight collisions (unadjusted),490
2015,E12000007,south-east,Slight collisions (unadjusted),820
2015,E12000008,london,Slight collisions (unadjusted),360
2015,E12000009,south-west,Slight collisions (unadjusted),450
2015,E92000001,england,Slight collisions (unadjusted),4110
2015,W92000004,wales,Slight collisions (unadjusted),230
2015,S92000003,scotland,Slight collisions (unadjusted),250
2015,K02000001,great-britain,Slight collisions (unadjusted),4590
2014,E12000001,north-east,Slight collisions (unadjusted),190
2014,E12000002,north-west,Slight collisions (unadjusted),500
2014,E12000003,yorkshire-and-humberside,Slight collisions (unadjusted),390
2014,E12000004,east-midlands,Slight collisions (unadjusted),430
2014,E12000005,west-midlands,Slight collisions (unadjusted),500
2014,E12000006,eastern,Slight collisions (unadjusted),500
2014,E12000007,south-east,Slight collisions (unadjusted),760
2014,E12000008,london,Slight collisions (unadjusted),310
2014,E12000009,south-west,Slight collisions (unadjusted),430
2014,E92000001,england,Slight collisions (unadjusted),4000
2014,W92000004,wales,Slight collisions (unadjusted),250
2014,S92000003,scotland,Slight collisions (unadjusted),270
2014,K02000001,great-britain,Slight collisions (unadjusted),4530
2013,E12000001,north-east,Slight collisions (unadjusted),160
2013,E12000002,north-west,Slight collisions (unadjusted),520
2013,E12000003,yorkshire-and-humberside,Slight collisions (unadjusted),390
2013,E12000004,east-midlands,Slight collisions (unadjusted),470
2013,E12000005,west-midlands,Slight collisions (unadjusted),480
2013,E12000006,eastern,Slight collisions (unadjusted),490
2013,E12000007,south-east,Slight collisions (unadjusted),780
2013,E12000008,london,Slight collisions (unadjusted),300
2013,E12000009,south-west,Slight collisions (unadjusted),450
2013,E92000001,england,Slight collisions (unadjusted),4050
2013,W92000004,wales,Slight collisions (unadjusted),280
2013,S92000003,scotland,Slight collisions (unadjusted),260
2013,K02000001,great-britain,Slight collisions (unadjusted),4590
2012,E12000001,north-east,Slight collisions (unadjusted),210
2012,E12000002,north-west,Slight collisions (unadjusted),610
2012,E12000003,yorkshire-and-humberside,Slight collisions (unadjusted),500
2012,E12000004,east-midlands,Slight collisions (unadjusted),510
2012,E12000005,west-midlands,Slight collisions (unadjusted),590
2012,E12000006,eastern,Slight collisions (unadjusted),610
2012,E12000007,south-east,Slight collisions (unadjusted),920
2012,E12000008,london,Slight collisions (unadjusted),320
2012,E12000009,south-west,Slight collisions (unadjusted),550
2012,E92000001,england,Slight collisions (unadjusted),4810
2012,W92000004,wales,Slight collisions (unadjusted),300
2012,S92000003,scotland,Slight collisions (unadjusted),340
2012,K02000001,great-britain,Slight collisions (unadjusted),5460
2011,E12000001,north-east,Slight collisions (unadjusted),210
2011,E12000002,north-west,Slight collisions (unadjusted),550
2011,E12000003,yorkshire-and-humberside,Slight collisions (unadjusted),520
2011,E12000004,east-midlands,Slight collisions (unadjusted),560
2011,E12000005,west-midlands,Slight collisions (unadjusted),670
2011,E12000006,eastern,Slight collisions (unadjusted),550
2011,E12000007,south-east,Slight collisions (unadjusted),900
2011,E12000008,london,Slight collisions (unadjusted),300
2011,E12000009,south-west,Slight collisions (unadjusted),500
2011,E92000001,england,Slight collisions (unadjusted),4760
2011,W92000004,wales,Slight collisions (unadjusted),270
2011,S92000003,scotland,Slight collisions (unadjusted),400
2011,K02000001,great-britain,Slight collisions (unadjusted),5430
2010,E12000001,north-east,Slight collisions (unadjusted),240
2010,E12000002,north-west,Slight collisions (unadjusted),580
2010,E12000003,yorkshire-and-humberside,Slight collisions (unadjusted),380
2010,E12000004,east-midlands,Slight collisions (unadjusted),520
2010,E12000005,west-midlands,Slight collisions (unadjusted),660
2010,E12000006,eastern,Slight collisions (unadjusted),570
2010,E12000007,south-east,Slight collisions (unadjusted),890
2010,E12000008,london,Slight collisions (unadjusted),320
2010,E12000009,south-west,Slight collisions (unadjusted),500
2010,E92000001,england,Slight collisions (unadjusted),4660
2010,W92000004,wales,Slight collisions (unadjusted),320
2010,S92000003,scotland,Slight collisions (unadjusted),440
2010,K02000001,great-britain,Slight collisions (unadjusted),5420
2021,E12000001,north-east,Slight collisions (adjusted),80
2021,E12000002,north-west,Slight collisions (adjusted),310
2021,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),270
2021,E12000004,east-midlands,Slight collisions (adjusted),300
2021,E12000005,west-midlands,Slight collisions (adjusted),260
2021,E12000006,eastern,Slight collisions (adjusted),360
2021,E12000007,south-east,Slight collisions (adjusted),600
2021,E12000008,london,Slight collisions (adjusted),400
2021,E12000009,south-west,Slight collisions (adjusted),340
2021,E92000001,england,Slight collisions (adjusted),2910
2021,W92000004,wales,Slight collisions (adjusted),130
2021,S92000003,scotland,Slight collisions (adjusted),90
2021,K02000001,great-britain,Slight collisions (adjusted),3130
2020,E12000001,north-east,Slight collisions (adjusted),80
2020,E12000002,north-west,Slight collisions (adjusted),290
2020,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),240
2020,E12000004,east-midlands,Slight collisions (adjusted),360
2020,E12000005,west-midlands,Slight collisions (adjusted),290
2020,E12000006,eastern,Slight collisions (adjusted),400
2020,E12000007,south-east,Slight collisions (adjusted),660
2020,E12000008,london,Slight collisions (adjusted),430
2020,E12000009,south-west,Slight collisions (adjusted),310
2020,E92000001,england,Slight collisions (adjusted),3050
2020,W92000004,wales,Slight collisions (adjusted),140
2020,S92000003,scotland,Slight collisions (adjusted),120
2020,K02000001,great-britain,Slight collisions (adjusted),3310
2019,E12000001,north-east,Slight collisions (adjusted),110
2019,E12000002,north-west,Slight collisions (adjusted),330
2019,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),260
2019,E12000004,east-midlands,Slight collisions (adjusted),370
2019,E12000005,west-midlands,Slight collisions (adjusted),280
2019,E12000006,eastern,Slight collisions (adjusted),450
2019,E12000007,south-east,Slight collisions (adjusted),680
2019,E12000008,london,Slight collisions (adjusted),530
2019,E12000009,south-west,Slight collisions (adjusted),410
2019,E92000001,england,Slight collisions (adjusted),3410
2019,W92000004,wales,Slight collisions (adjusted),180
2019,S92000003,scotland,Slight collisions (adjusted),130
2019,K02000001,great-britain,Slight collisions (adjusted),3720
2018,E12000001,north-east,Slight collisions (adjusted),160
2018,E12000002,north-west,Slight collisions (adjusted),450
2018,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),330
2018,E12000004,east-midlands,Slight collisions (adjusted),400
2018,E12000005,west-midlands,Slight collisions (adjusted),400
2018,E12000006,eastern,Slight collisions (adjusted),500
2018,E12000007,south-east,Slight collisions (adjusted),820
2018,E12000008,london,Slight collisions (adjusted),630
2018,E12000009,south-west,Slight collisions (adjusted),400
2018,E92000001,england,Slight collisions (adjusted),4070
2018,W92000004,wales,Slight collisions (adjusted),150
2018,S92000003,scotland,Slight collisions (adjusted),170
2018,K02000001,great-britain,Slight collisions (adjusted),4390
2017,E12000001,north-east,Slight collisions (adjusted),130
2017,E12000002,north-west,Slight collisions (adjusted),400
2017,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),300
2017,E12000004,east-midlands,Slight collisions (adjusted),350
2017,E12000005,west-midlands,Slight collisions (adjusted),370
2017,E12000006,eastern,Slight collisions (adjusted),510
2017,E12000007,south-east,Slight collisions (adjusted),790
2017,E12000008,london,Slight collisions (adjusted),640
2017,E12000009,south-west,Slight collisions (adjusted),380
2017,E92000001,england,Slight collisions (adjusted),3890
2017,W92000004,wales,Slight collisions (adjusted),140
2017,S92000003,scotland,Slight collisions (adjusted),160
2017,K02000001,great-britain,Slight collisions (adjusted),4190
2016,E12000001,north-east,Slight collisions (adjusted),140
2016,E12000002,north-west,Slight collisions (adjusted),400
2016,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),370
2016,E12000004,east-midlands,Slight collisions (adjusted),410
2016,E12000005,west-midlands,Slight collisions (adjusted),500
2016,E12000006,eastern,Slight collisions (adjusted),540
2016,E12000007,south-east,Slight collisions (adjusted),860
2016,E12000008,london,Slight collisions (adjusted),430
2016,E12000009,south-west,Slight collisions (adjusted),490
2016,E92000001,england,Slight collisions (adjusted),4140
2016,W92000004,wales,Slight collisions (adjusted),190
2016,S92000003,scotland,Slight collisions (adjusted),260
2016,K02000001,great-britain,Slight collisions (adjusted),4590
2015,E12000001,north-east,Slight collisions (adjusted),160
2015,E12000002,north-west,Slight collisions (adjusted),390
2015,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),370
2015,E12000004,east-midlands,Slight collisions (adjusted),380
2015,E12000005,west-midlands,Slight collisions (adjusted),520
2015,E12000006,eastern,Slight collisions (adjusted),460
2015,E12000007,south-east,Slight collisions (adjusted),770
2015,E12000008,london,Slight collisions (adjusted),330
2015,E12000009,south-west,Slight collisions (adjusted),430
2015,E92000001,england,Slight collisions (adjusted),3820
2015,W92000004,wales,Slight collisions (adjusted),210
2015,S92000003,scotland,Slight collisions (adjusted),210
2015,K02000001,great-britain,Slight collisions (adjusted),4230
2014,E12000001,north-east,Slight collisions (adjusted),180
2014,E12000002,north-west,Slight collisions (adjusted),450
2014,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),350
2014,E12000004,east-midlands,Slight collisions (adjusted),390
2014,E12000005,west-midlands,Slight collisions (adjusted),460
2014,E12000006,eastern,Slight collisions (adjusted),460
2014,E12000007,south-east,Slight collisions (adjusted),710
2014,E12000008,london,Slight collisions (adjusted),290
2014,E12000009,south-west,Slight collisions (adjusted),410
2014,E92000001,england,Slight collisions (adjusted),3710
2014,W92000004,wales,Slight collisions (adjusted),230
2014,S92000003,scotland,Slight collisions (adjusted),220
2014,K02000001,great-britain,Slight collisions (adjusted),4160
2013,E12000001,north-east,Slight collisions (adjusted),150
2013,E12000002,north-west,Slight collisions (adjusted),470
2013,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),350
2013,E12000004,east-midlands,Slight collisions (adjusted),430
2013,E12000005,west-midlands,Slight collisions (adjusted),450
2013,E12000006,eastern,Slight collisions (adjusted),460
2013,E12000007,south-east,Slight collisions (adjusted),740
2013,E12000008,london,Slight collisions (adjusted),280
2013,E12000009,south-west,Slight collisions (adjusted),420
2013,E92000001,england,Slight collisions (adjusted),3750
2013,W92000004,wales,Slight collisions (adjusted),260
2013,S92000003,scotland,Slight collisions (adjusted),210
2013,K02000001,great-britain,Slight collisions (adjusted),4220
2012,E12000001,north-east,Slight collisions (adjusted),190
2012,E12000002,north-west,Slight collisions (adjusted),550
2012,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),450
2012,E12000004,east-midlands,Slight collisions (adjusted),460
2012,E12000005,west-midlands,Slight collisions (adjusted),550
2012,E12000006,eastern,Slight collisions (adjusted),570
2012,E12000007,south-east,Slight collisions (adjusted),870
2012,E12000008,london,Slight collisions (adjusted),300
2012,E12000009,south-west,Slight collisions (adjusted),530
2012,E92000001,england,Slight collisions (adjusted),4470
2012,W92000004,wales,Slight collisions (adjusted),280
2012,S92000003,scotland,Slight collisions (adjusted),290
2012,K02000001,great-britain,Slight collisions (adjusted),5030
2011,E12000001,north-east,Slight collisions (adjusted),200
2011,E12000002,north-west,Slight collisions (adjusted),490
2011,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),460
2011,E12000004,east-midlands,Slight collisions (adjusted),510
2011,E12000005,west-midlands,Slight collisions (adjusted),630
2011,E12000006,eastern,Slight collisions (adjusted),510
2011,E12000007,south-east,Slight collisions (adjusted),850
2011,E12000008,london,Slight collisions (adjusted),270
2011,E12000009,south-west,Slight collisions (adjusted),480
2011,E92000001,england,Slight collisions (adjusted),4390
2011,W92000004,wales,Slight collisions (adjusted),250
2011,S92000003,scotland,Slight collisions (adjusted),330
2011,K02000001,great-britain,Slight collisions (adjusted),4960
2010,E12000001,north-east,Slight collisions (adjusted),230
2010,E12000002,north-west,Slight collisions (adjusted),520
2010,E12000003,yorkshire-and-humberside,Slight collisions (adjusted),350
2010,E12000004,east-midlands,Slight collisions (adjusted),470
2010,E12000005,west-midlands,Slight collisions (adjusted),620
2010,E12000006,eastern,Slight collisions (adjusted),540
2010,E12000007,south-east,Slight collisions (adjusted),830
2010,E12000008,london,Slight collisions (adjusted),300
2010,E12000009,south-west,Slight collisions (adjusted),480
2010,E92000001,england,Slight collisions (adjusted),4340
2010,W92000004,wales,Slight collisions (adjusted),290
2010,S92000003,scotland,Slight collisions (adjusted),360
2010,K02000001,great-britain,Slight collisions (adjusted),4990
2021,E12000001,north-east,Total collisions,130
2021,E12000002,north-west,Total collisions,460
2021,E12000003,yorkshire-and-humberside,Total collisions,440
2021,E12000004,east-midlands,Total collisions,460
2021,E12000005,west-midlands,Total collisions,380
2021,E12000006,eastern,Total collisions,550
2021,E12000007,south-east,Total collisions,860
2021,E12000008,london,Total collisions,510
2021,E12000009,south-west,Total collisions,490
2021,E92000001,england,Total collisions,4290
2021,W92000004,wales,Total collisions,220
2021,S92000003,scotland,Total collisions,150
2021,K02000001,great-britain,Total collisions,4660
2020,E12000001,north-east,Total collisions,130
2020,E12000002,north-west,Total collisions,430
2020,E12000003,yorkshire-and-humberside,Total collisions,390
2020,E12000004,east-midlands,Total collisions,500
2020,E12000005,west-midlands,Total collisions,390
2020,E12000006,eastern,Total collisions,520
2020,E12000007,south-east,Total collisions,890
2020,E12000008,london,Total collisions,530
2020,E12000009,south-west,Total collisions,420
2020,E92000001,england,Total collisions,4200
2020,W92000004,wales,Total collisions,210
2020,S92000003,scotland,Total collisions,190
2020,K02000001,great-britain,Total collisions,4600
2019,E12000001,north-east,Total collisions,160
2019,E12000002,north-west,Total collisions,510
2019,E12000003,yorkshire-and-humberside,Total collisions,420
2019,E12000004,east-midlands,Total collisions,550
2019,E12000005,west-midlands,Total collisions,400
2019,E12000006,eastern,Total collisions,610
2019,E12000007,south-east,Total collisions,980
2019,E12000008,london,Total collisions,660
2019,E12000009,south-west,Total collisions,560
2019,E92000001,england,Total collisions,4840
2019,W92000004,wales,Total collisions,290
2019,S92000003,scotland,Total collisions,230
2019,K02000001,great-britain,Total collisions,5350
2018,E12000001,north-east,Total collisions,220
2018,E12000002,north-west,Total collisions,630
2018,E12000003,yorkshire-and-humberside,Total collisions,490
2018,E12000004,east-midlands,Total collisions,580
2018,E12000005,west-midlands,Total collisions,470
2018,E12000006,eastern,Total collisions,620
2018,E12000007,south-east,Total collisions,1080
2018,E12000008,london,Total collisions,760
2018,E12000009,south-west,Total collisions,530
2018,E92000001,england,Total collisions,5390
2018,W92000004,wales,Total collisions,230
2018,S92000003,scotland,Total collisions,280
2018,K02000001,great-britain,Total collisions,5900
2017,E12000001,north-east,Total collisions,180
2017,E12000002,north-west,Total collisions,580
2017,E12000003,yorkshire-and-humberside,Total collisions,460
2017,E12000004,east-midlands,Total collisions,500
2017,E12000005,west-midlands,Total collisions,500
2017,E12000006,eastern,Total collisions,670
2017,E12000007,south-east,Total collisions,1040
2017,E12000008,london,Total collisions,760
2017,E12000009,south-west,Total collisions,530
2017,E92000001,england,Total collisions,5220
2017,W92000004,wales,Total collisions,220
2017,S92000003,scotland,Total collisions,270
2017,K02000001,great-britain,Total collisions,5710
2016,E12000001,north-east,Total collisions,200
2016,E12000002,north-west,Total collisions,570
2016,E12000003,yorkshire-and-humberside,Total collisions,510
2016,E12000004,east-midlands,Total collisions,550
2016,E12000005,west-midlands,Total collisions,610
2016,E12000006,eastern,Total collisions,690
2016,E12000007,south-east,Total collisions,1130
2016,E12000008,london,Total collisions,500
2016,E12000009,south-west,Total collisions,620
2016,E92000001,england,Total collisions,5380
2016,W92000004,wales,Total collisions,280
2016,S92000003,scotland,Total collisions,410
2016,K02000001,great-britain,Total collisions,6070
2015,E12000001,north-east,Total collisions,230
2015,E12000002,north-west,Total collisions,570
2015,E12000003,yorkshire-and-humberside,Total collisions,510
2015,E12000004,east-midlands,Total collisions,530
2015,E12000005,west-midlands,Total collisions,640
2015,E12000006,eastern,Total collisions,610
2015,E12000007,south-east,Total collisions,1020
2015,E12000008,london,Total collisions,400
2015,E12000009,south-west,Total collisions,560
2015,E92000001,england,Total collisions,5080
2015,W92000004,wales,Total collisions,310
2015,S92000003,scotland,Total collisions,340
2015,K02000001,great-britain,Total collisions,5730
2014,E12000001,north-east,Total collisions,230
2014,E12000002,north-west,Total collisions,630
2014,E12000003,yorkshire-and-humberside,Total collisions,510
2014,E12000004,east-midlands,Total collisions,540
2014,E12000005,west-midlands,Total collisions,590
2014,E12000006,eastern,Total collisions,620
2014,E12000007,south-east,Total collisions,950
2014,E12000008,london,Total collisions,340
2014,E12000009,south-west,Total collisions,550
2014,E92000001,england,Total collisions,4960
2014,W92000004,wales,Total collisions,320
2014,S92000003,scotland,Total collisions,340
2014,K02000001,great-britain,Total collisions,5620
2013,E12000001,north-east,Total collisions,200
2013,E12000002,north-west,Total collisions,660
2013,E12000003,yorkshire-and-humberside,Total collisions,540
2013,E12000004,east-midlands,Total collisions,570
2013,E12000005,west-midlands,Total collisions,560
2013,E12000006,eastern,Total collisions,620
2013,E12000007,south-east,Total collisions,960
2013,E12000008,london,Total collisions,350
2013,E12000009,south-west,Total collisions,550
2013,E92000001,england,Total collisions,5010
2013,W92000004,wales,Total collisions,350
2013,S92000003,scotland,Total collisions,320
2013,K02000001,great-britain,Total collisions,5690
2012,E12000001,north-east,Total collisions,260
2012,E12000002,north-west,Total collisions,750
2012,E12000003,yorkshire-and-humberside,Total collisions,630
2012,E12000004,east-midlands,Total collisions,640
2012,E12000005,west-midlands,Total collisions,710
2012,E12000006,eastern,Total collisions,720
2012,E12000007,south-east,Total collisions,1090
2012,E12000008,london,Total collisions,370
2012,E12000009,south-west,Total collisions,660
2012,E92000001,england,Total collisions,5820
2012,W92000004,wales,Total collisions,370
2012,S92000003,scotland,Total collisions,440
2012,K02000001,great-britain,Total collisions,6630
2011,E12000001,north-east,Total collisions,250
2011,E12000002,north-west,Total collisions,710
2011,E12000003,yorkshire-and-humberside,Total collisions,650
2011,E12000004,east-midlands,Total collisions,680
2011,E12000005,west-midlands,Total collisions,780
2011,E12000006,eastern,Total collisions,690
2011,E12000007,south-east,Total collisions,1110
2011,E12000008,london,Total collisions,360
2011,E12000009,south-west,Total collisions,610
2011,E92000001,england,Total collisions,5860
2011,W92000004,wales,Total collisions,350
2011,S92000003,scotland,Total collisions,490
2011,K02000001,great-britain,Total collisions,6690
2010,E12000001,north-east,Total collisions,300
2010,E12000002,north-west,Total collisions,730
2010,E12000003,yorkshire-and-humberside,Total collisions,490
2010,E12000004,east-midlands,Total collisions,640
2010,E12000005,west-midlands,Total collisions,760
2010,E12000006,eastern,Total collisions,720
2010,E12000007,south-east,Total collisions,1090
2010,E12000008,london,Total collisions,370
2010,E12000009,south-west,Total collisions,610
2010,E92000001,england,Total collisions,5710
2010,W92000004,wales,Total collisions,380
2010,S92000003,scotland,Total collisions,530
2010,K02000001,great-britain,Total collisions,6620
2021,E12000001,north-east,Killed,10
2021,E12000002,north-west,Killed,30
2021,E12000003,yorkshire-and-humberside,Killed,20
2021,E12000004,east-midlands,Killed,20
2021,E12000005,west-midlands,Killed,30
2021,E12000006,eastern,Killed,50
2021,E12000007,south-east,Killed,40
2021,E12000008,london,Killed,10
2021,E12000009,south-west,Killed,30
2021,E92000001,england,Killed,240
2021,W92000004,wales,Killed,20
2021,S92000003,scotland,Killed,10
2021,K02000001,great-britain,Killed,260
2020,E12000001,north-east,Killed,10
2020,E12000002,north-west,Killed,30
2020,E12000003,yorkshire-and-humberside,Killed,30
2020,E12000004,east-midlands,Killed,20
2020,E12000005,west-midlands,Killed,20
2020,E12000006,eastern,Killed,20
2020,E12000007,south-east,Killed,40
2020,E12000008,london,Killed,10
2020,E12000009,south-west,Killed,20
2020,E92000001,england,Killed,190
2020,W92000004,wales,Killed,10
2020,S92000003,scotland,Killed,20
2020,K02000001,great-britain,Killed,220
2019,E12000001,north-east,Killed,10
2019,E12000002,north-west,Killed,10
2019,E12000003,yorkshire-and-humberside,Killed,20
2019,E12000004,east-midlands,Killed,30
2019,E12000005,west-midlands,Killed,20
2019,E12000006,eastern,Killed,30
2019,E12000007,south-east,Killed,50
2019,E12000008,london,Killed,20
2019,E12000009,south-west,Killed,20
2019,E92000001,england,Killed,200
2019,W92000004,wales,Killed,10
2019,S92000003,scotland,Killed,20
2019,K02000001,great-britain,Killed,230
2018,E12000001,north-east,Killed,0
2018,E12000002,north-west,Killed,30
2018,E12000003,yorkshire-and-humberside,Killed,30
2018,E12000004,east-midlands,Killed,40
2018,E12000005,west-midlands,Killed,20
2018,E12000006,eastern,Killed,20
2018,E12000007,south-east,Killed,40
2018,E12000008,london,Killed,10
2018,E12000009,south-west,Killed,20
2018,E92000001,england,Killed,200
2018,W92000004,wales,Killed,20
2018,S92000003,scotland,Killed,20
2018,K02000001,great-britain,Killed,240
2017,E12000001,north-east,Killed,0
2017,E12000002,north-west,Killed,20
2017,E12000003,yorkshire-and-humberside,Killed,30
2017,E12000004,east-midlands,Killed,20
2017,E12000005,west-midlands,Killed,30
2017,E12000006,eastern,Killed,30
2017,E12000007,south-east,Killed,60
2017,E12000008,london,Killed,10
2017,E12000009,south-west,Killed,30
2017,E92000001,england,Killed,230
2017,W92000004,wales,Killed,10
2017,S92000003,scotland,Killed,10
2017,K02000001,great-britain,Killed,250
2016,E12000001,north-east,Killed,10
2016,E12000002,north-west,Killed,20
2016,E12000003,yorkshire-and-humberside,Killed,20
2016,E12000004,east-midlands,Killed,20
2016,E12000005,west-midlands,Killed,20
2016,E12000006,eastern,Killed,20
2016,E12000007,south-east,Killed,50
2016,E12000008,london,Killed,10
2016,E12000009,south-west,Killed,20
2016,E92000001,england,Killed,180
2016,W92000004,wales,Killed,20
2016,S92000003,scotland,Killed,30
2016,K02000001,great-britain,Killed,230
2015,E12000001,north-east,Killed,10
2015,E12000002,north-west,Killed,20
2015,E12000003,yorkshire-and-humberside,Killed,20
2015,E12000004,east-midlands,Killed,20
2015,E12000005,west-midlands,Killed,20
2015,E12000006,eastern,Killed,30
2015,E12000007,south-east,Killed,20
2015,E12000008,london,Killed,0
2015,E12000009,south-west,Killed,20
2015,E92000001,england,Killed,170
2015,W92000004,wales,Killed,10
2015,S92000003,scotland,Killed,20
2015,K02000001,great-britain,Killed,200
2014,E12000001,north-east,Killed,10
2014,E12000002,north-west,Killed,10
2014,E12000003,yorkshire-and-humberside,Killed,30
2014,E12000004,east-midlands,Killed,20
2014,E12000005,west-midlands,Killed,20
2014,E12000006,eastern,Killed,40
2014,E12000007,south-east,Killed,30
2014,E12000008,london,Killed,0
2014,E12000009,south-west,Killed,40
2014,E92000001,england,Killed,210
2014,W92000004,wales,Killed,10
2014,S92000003,scotland,Killed,20
2014,K02000001,great-britain,Killed,240
2013,E12000001,north-east,Killed,20
2013,E12000002,north-west,Killed,30
2013,E12000003,yorkshire-and-humberside,Killed,30
2013,E12000004,east-midlands,Killed,20
2013,E12000005,west-midlands,Killed,20
2013,E12000006,eastern,Killed,30
2013,E12000007,south-east,Killed,30
2013,E12000008,london,Killed,10
2013,E12000009,south-west,Killed,30
2013,E92000001,england,Killed,210
2013,W92000004,wales,Killed,10
2013,S92000003,scotland,Killed,20
2013,K02000001,great-britain,Killed,240
2012,E12000001,north-east,Killed,10
2012,E12000002,north-west,Killed,20
2012,E12000003,yorkshire-and-humberside,Killed,30
2012,E12000004,east-midlands,Killed,30
2012,E12000005,west-midlands,Killed,30
2012,E12000006,eastern,Killed,20
2012,E12000007,south-east,Killed,30
2012,E12000008,london,Killed,10
2012,E12000009,south-west,Killed,30
2012,E92000001,england,Killed,210
2012,W92000004,wales,Killed,10
2012,S92000003,scotland,Killed,10
2012,K02000001,great-britain,Killed,230
2011,E12000001,north-east,Killed,10
2011,E12000002,north-west,Killed,30
2011,E12000003,yorkshire-and-humberside,Killed,20
2011,E12000004,east-midlands,Killed,20
2011,E12000005,west-midlands,Killed,20
2011,E12000006,eastern,Killed,30
2011,E12000007,south-east,Killed,40
2011,E12000008,london,Killed,10
2011,E12000009,south-west,Killed,30
2011,E92000001,england,Killed,210
2011,W92000004,wales,Killed,10
2011,S92000003,scotland,Killed,10
2011,K02000001,great-britain,Killed,240
2010,E12000001,north-east,Killed,10
2010,E12000002,north-west,Killed,30
2010,E12000003,yorkshire-and-humberside,Killed,20
2010,E12000004,east-midlands,Killed,30
2010,E12000005,west-midlands,Killed,10
2010,E12000006,eastern,Killed,20
2010,E12000007,south-east,Killed,50
2010,E12000008,london,Killed,10
2010,E12000009,south-west,Killed,30
2010,E92000001,england,Killed,210
2010,W92000004,wales,Killed,10
2010,S92000003,scotland,Killed,10
2010,K02000001,great-britain,Killed,240
2021,E12000001,north-east,Seriously injured (unadjusted) ,60
2021,E12000002,north-west,Seriously injured (unadjusted) ,130
2021,E12000003,yorkshire-and-humberside,Seriously injured (unadjusted) ,190
2021,E12000004,east-midlands,Seriously injured (unadjusted) ,120
2021,E12000005,west-midlands,Seriously injured (unadjusted) ,130
2021,E12000006,eastern,Seriously injured (unadjusted) ,180
2021,E12000007,south-east,Seriously injured (unadjusted) ,250
2021,E12000008,london,Seriously injured (unadjusted) ,120
2021,E12000009,south-west,Seriously injured (unadjusted) ,140
2021,E92000001,england,Seriously injured (unadjusted) ,1310
2021,W92000004,wales,Seriously injured (unadjusted) ,70
2021,S92000003,scotland,Seriously injured (unadjusted) ,70
2021,K02000001,great-britain,Seriously injured (unadjusted) ,1460
2020,E12000001,north-east,Seriously injured (unadjusted) ,40
2020,E12000002,north-west,Seriously injured (unadjusted) ,120
2020,E12000003,yorkshire-and-humberside,Seriously injured (unadjusted) ,130
2020,E12000004,east-midlands,Seriously injured (unadjusted) ,110
2020,E12000005,west-midlands,Seriously injured (unadjusted) ,110
2020,E12000006,eastern,Seriously injured (unadjusted) ,120
2020,E12000007,south-east,Seriously injured (unadjusted) ,210
2020,E12000008,london,Seriously injured (unadjusted) ,100
2020,E12000009,south-west,Seriously injured (unadjusted) ,90
2020,E92000001,england,Seriously injured (unadjusted) ,1030
2020,W92000004,wales,Seriously injured (unadjusted) ,60
2020,S92000003,scotland,Seriously injured (unadjusted) ,60
2020,K02000001,great-britain,Seriously injured (unadjusted) ,1150
2019,E12000001,north-east,Seriously injured (unadjusted) ,60
2019,E12000002,north-west,Seriously injured (unadjusted) ,170
2019,E12000003,yorkshire-and-humberside,Seriously injured (unadjusted) ,150
2019,E12000004,east-midlands,Seriously injured (unadjusted) ,140
2019,E12000005,west-midlands,Seriously injured (unadjusted) ,130
